origin,type,censored
https://github.com/plotly/dash,git,1
https://github.com/pytoolz/toolz,git,1
https://github.com/donnemartin/interactive-coding-challenges,git,1
https://pypi.org/project/Flask-WTF/,pypi,1
deb://Debian/packages/debsecan,deb,1
deb://Debian/packages/python-manilaclient,deb,1
https://github.com/iperov/DeepFaceLab,git,1
deb://Debian/packages/tryton-modules-currency,deb,1
https://github.com/Suor/funcy,git,1
https://pypi.org/project/heroku3/,pypi,1
https://pypi.org/project/pandocfilters/,pypi,1
https://github.com/hellerve/programming-talks,git,1
https://gitlab.com/m2crypto/m2crypto.git,git,1
https://github.com/WZMIAOMIAO/deep-learning-for-image-processing,git,1
https://pypi.org/project/azure-mgmt-web/,pypi,1
https://pypi.org/project/scikit-image/,pypi,1
https://pypi.org/project/amqp/,pypi,1
